Sod,Date,Time_pt,moist_1,moist_2,moist_3
KT_CH_29,28.4.17,2,47.6,72.5,60
KT_CH_30,28.4.17,2,92.4,88.8,91
KT_CH_31,28.4.17,2,49.4,62.5,71.5
KT_TT_01,28.4.17,2,48.7,77,59
KT_TT_02,28.4.17,2,51,47.4,44.9
KT_TT_03,28.4.17,2,45,40.8,65
KT_TT_04,28.4.17,2,63,68.5,67.5
KT_TT_05,28.4.17,2,39,60,39
KT_TT_06,28.4.17,2,46.2,60.5,50.5
KT_TT_07,28.4.17,2,65.5,51,55.5
KT_TT_08,28.4.17,2,90.5,89.6,92.3
KT_TT_09,28.4.17,2,71,82.5,69.5
KT_TT_10,28.4.17,2,49.4,48.4,65.5
KT_TT_11,28.4.17,2,42.6,67.5,45.7
KT_TT_12,28.4.17,2,77.5,85.5,76.5
KT_TT_13,28.4.17,2,80,72,75
KT_TT_14,28.4.17,2,45.8,47.7,60.5
KT_TT_15,28.4.17,2,90,90.4,89.9
KT_TT_16,28.4.17,2,91.3,89.9,72
KT_TT_17,28.4.17,2,82.5,80.5,55.3
KT_TT_18,28.4.17,2,65,75.5,80.5
KT_TT_19,28.4.17,2,89.6,88.6,85.5
KT_TT_20,28.4.17,2,89.7,90,93.7
KT_TT_21,28.4.17,2,47.2,33,47
KT_TT_22,28.4.17,2,35.1,29.2,45.1
KT_TT_23,28.4.17,2,47.5,77,41
KT_TT_24,28.4.17,2,56.5,56.5,72
KT_TT_25,28.4.17,2,88.8,89.9,89.1
KT_TT_26,28.4.17,2,64.5,73.5,49
KT_TT_27,28.4.17,2,54.5,52.5,37
KT_TT_28,28.4.17,2,58.5,44.4,46.1
KT_TT_29,28.4.17,2,61.5,74,69.5
KT_TT_30,28.4.17,2,75,91.3,37.5
KT_TT_31,28.4.17,2,49.4,47.9,72
KT_CH_01,12.5.17,3,83.5,83,90
KT_CH_02,12.5.17,3,92.8,85.5,92.9
KT_CH_03,12.5.17,3,77.5,88.6,72.5
KT_CH_04,12.5.17,3,79.5,60,74.5
KT_CH_05,12.5.17,3,93.2,92.4,92
KT_CH_06,12.5.17,3,93.2,91.6,92.4
KT_CH_07,12.5.17,3,86,88.1,80.5
KT_CH_08,12.5.17,3,89.4,89.1,81.5
KT_CH_09,12.5.17,3,72,50.5,53
KT_CH_10,12.5.17,3,9.7,28.3,19.8
KT_CH_11,12.5.17,3,53,49.1,42.9
KT_CH_12,12.5.17,3,65.5,88.9,57
KT_CH_13,12.5.17,3,72.5,68,69
KT_CH_14,12.5.17,3,47.9,88,88.1
KT_CH_15,12.5.17,3,84.5,51,48
KT_CH_16,12.5.17,3,81.5,66.5,43.1
KT_CH_17,12.5.17,3,28,35.2,26
KT_CH_18,12.5.17,3,0,1.6,0
KT_CH_19,12.5.17,3,29.4,16.2,5.6
KT_CH_20,12.5.17,3,78.5,75,88
KT_CH_21,12.5.17,3,81.5,77,84
KT_CH_22,12.5.17,3,59.5,71,65
KT_CH_23,12.5.17,3,54.5,44.2,50.5
KT_CH_24,12.5.17,3,90.8,67.5,85.5
KT_CH_25,12.5.17,3,86,91.6,84
KT_CH_26,12.5.17,3,95.8,94.2,90.8
KT_CH_27,12.5.17,3,59.5,66.5,65.5
KT_CH_28,12.5.17,3,90.8,92.8,92
KT_CH_29,12.5.17,3,41.3,43.4,54.5
KT_CH_30,12.5.17,3,92.4,90.5,92.9
KT_CH_31,12.5.17,3,76.5,46.7,60.5
KT_TT_01,12.5.17,3,79.5,76.5,64.5
KT_TT_02,12.5.17,3,48.6,43.2,44.4
KT_TT_03,12.5.17,3,46.2,51.5,45.5
KT_TT_04,12.5.17,3,56,72.5,38
KT_TT_05,12.5.17,3,43,74.5,26.2
KT_TT_06,12.5.17,3,47.4,43.7,47
KT_TT_07,12.5.17,3,55.3,80,55.3
KT_TT_08,12.5.17,3,63.5,56.5,49.1
KT_TT_09,12.5.17,3,77.5,68.5,77
KT_TT_10,12.5.17,3,44.4,69,72
KT_TT_11,12.5.17,3,76.5,47.6,47.9
KT_TT_12,12.5.17,3,89.9,86,73.5
KT_TT_13,12.5.17,3,88.8,88,75.5
KT_TT_14,12.5.17,3,47.2,48.7,65
KT_TT_15,12.5.17,3,89.9,91.6,89.1
KT_TT_16,12.5.17,3,90.8,90.4,90.5
KT_TT_17,12.5.17,3,47.9,84.1,84
KT_TT_18,12.5.17,3,47.9,61.5,93.6
KT_TT_19,12.5.17,3,64.5,88.1,75.5
KT_TT_20,12.5.17,3,93.7,93.6,93.7
KT_TT_21,12.5.17,3,47.4,39.8,35.3
KT_TT_22,12.5.17,3,37.9,32.2,29.1
KT_TT_23,12.5.17,3,46.6,62,89.9
KT_TT_24,12.5.17,3,56.5,57.5,60
KT_TT_25,12.5.17,3,86,91.3,84.5
KT_TT_26,12.5.17,3,81,89.1,50.5
KT_TT_27,12.5.17,3,46.5,39,53
KT_TT_28,12.5.17,3,55.3,33.4,44.6
KT_TT_29,12.5.17,3,66.5,49,62.5
KT_TT_30,12.5.17,3,84,37.1,56.5
KT_TT_31,12.5.17,3,60.5,59,54.5
KT_CH_01,26.5.17,4,78,88.6,71
KT_CH_02,26.5.17,4,90.5,77,88
KT_CH_03,26.5.17,4,69.5,79.5,84
KT_CH_04,26.5.17,4,55.5,48.5,63
KT_CH_05,26.5.17,4,92.9,93.4,92.4
KT_CH_06,26.5.17,4,91.6,93.6,92.6
KT_CH_07,26.5.17,4,73.5,90.4,73.5
KT_CH_08,26.5.17,4,47.9,47.9,86
KT_CH_09,26.5.17,4,56.5,46.8,51.5
KT_CH_10,26.5.17,4,20.7,31.3,12.1
KT_CH_11,26.5.17,4,51.5,65,63.5
KT_CH_12,26.5.17,4,88.6,63.5,86
KT_CH_13,26.5.17,4,53,53.5,54.5
KT_CH_14,26.5.17,4,80.5,89.1,88.8
KT_CH_15,26.5.17,4,75.5,44.2,38.8
KT_CH_16,26.5.17,4,61.5,57.5,35.5
KT_CH_17,26.5.17,4,11.2,33.7,31.8
KT_CH_18,26.5.17,4,0,0,15.1
KT_CH_19,26.5.17,4,31.8,11.4,6.7
KT_CH_20,26.5.17,4,81,81,80
KT_CH_21,26.5.17,4,81.5,74.5,76.5
KT_CH_22,26.5.17,4,69.5,57.5,80.5
KT_CH_23,26.5.17,4,47.4,44.7,49.2
KT_CH_24,26.5.17,4,42.5,78.5,81.5
KT_CH_25,26.5.17,4,67.5,88.8,92.8
KT_CH_26,26.5.17,4,93.7,90.4,95.2
KT_CH_27,26.5.17,4,57.5,80.5,90
KT_CH_28,26.5.17,4,90.5,90.4,92.6
KT_CH_29,26.5.17,4,82.5,30.9,47.4
KT_CH_30,26.5.17,4,91.8,91.5,79.5
KT_CH_31,26.5.17,4,61.5,49.4,34.8
KT_TT_01,26.5.17,4,58.5,72.5,46.7
KT_TT_02,26.5.17,4,44.7,28.4,29.2
KT_TT_03,26.5.17,4,41.7,41.5,47.1
KT_TT_04,26.5.17,4,49.2,63.5,56
KT_TT_05,26.5.17,4,56.5,34.9,28.6
KT_TT_06,26.5.17,4,41.7,44.1,44.9
KT_TT_07,26.5.17,4,64.5,82.5,71.5
KT_TT_08,26.5.17,4,49,39.4,83
KT_TT_09,26.5.17,4,50.5,74.5,68
KT_TT_10,26.5.17,4,47.2,62.5,48.6
KT_TT_11,26.5.17,4,66.5,43.8,73.5
KT_TT_12,26.5.17,4,90.4,83,80
KT_TT_13,26.5.17,4,88.1,74.5,72
KT_TT_14,26.5.17,4,44.9,47.8,57.5
KT_TT_15,26.5.17,4,92.4,91.8,89.7
KT_TT_16,26.5.17,4,89.6,81.5,90
KT_TT_17,26.5.17,4,88.8,91.6,88.6
KT_TT_18,26.5.17,4,79.5,80.5,80.5
KT_TT_19,26.5.17,4,81.5,68.5,37.4
KT_TT_20,26.5.17,4,94.4,91.6,92
KT_TT_21,26.5.17,4,41.8,35.2,41.4
KT_TT_22,26.5.17,4,25.4,30.9,32.5
KT_TT_23,26.5.17,4,81.5,55.3,89.6
KT_TT_24,26.5.17,4,72,59,65
KT_TT_25,26.5.17,4,91.3,78.5,65.5
KT_TT_26,26.5.17,4,74,84.5,68.5
KT_TT_27,26.5.17,4,37.9,48.6,44.6
KT_TT_28,26.5.17,4,44.6,49.1,25.2
KT_TT_29,26.5.17,4,48,60.5,47.2
KT_TT_30,26.5.17,4,62.5,49.2,32.8
KT_TT_31,26.5.17,4,46.2,58.5,74
KT_CH_13,22.6.17,5,49.4,59.4,47.1
KT_TT_01,22.6.17,5,52.5,47.7,77
KT_CH_17,22.6.17,5,41.8,30.5,16.5
KT_TT_15,22.6.17,5,91,90.8,89.7
KT_TT_26,22.6.17,5,48.4,49,64.5
KT_CH_21,22.6.17,5,76.5,66,70.5
KT_CH_08,22.6.17,5,88.6,55.3,90
KT_TT_29,22.6.17,5,47.8,44.2,59
KT_CH_18,22.6.17,5,0,0,5.6
KT_TT_24,22.6.17,5,65.5,54.5,47.7
KT_CH_16,22.6.17,5,63.5,47,75.5
KT_TT_28,22.6.17,5,83,45.2,37.4
KT_TT_27,22.6.17,5,42.2,33.3,38.8
KT_CH_30,22.6.17,5,92,90.4,89.9
KT_CH_24,22.6.17,5,77.5,43.1,54.5
KT_TT_22,22.6.17,5,27.5,32.2,32.1
KT_TT_21,22.6.17,5,35.4,37.2,32.4
KT_CH_22,22.6.17,5,75,71.5,58.5
KT_CH_07,22.6.17,5,52.5,58.5,48.7
KT_TT_04,22.6.17,5,48.6,57,35.3
KT_CH_26,22.6.17,5,95.3,91.8,93.6
KT_TT_07,22.6.17,5,90.4,91.6,59
KT_TT_11,22.6.17,5,46.6,68.5,69
KT_CH_29,22.6.17,5,26.2,48.2,44.4
KT_TT_19,22.6.17,5,80.5,63,84.5
KT_CH_12,22.6.17,5,76.5,89.6,53.5
KT_TT_09,22.6.17,5,52.5,77,54
KT_CH_03,22.6.17,5,65.5,88.8,55.3
KT_CH_01,22.6.17,5,59.5,47.9,74.5
KT_TT_25,22.6.17,5,88,75.5,91.6
KT_TT_20,22.6.17,5,91.5,91.6,94.4
KT_CH_14,22.6.17,5,47.9,89.4,89.4
KT_CH_02,22.6.17,5,71.5,89.7,91.3
KT_TT_23,22.6.17,5,74.5,71.5,40.7
KT_TT_17,22.6.17,5,90,90,92.4
KT_CH_11,22.6.17,5,50.5,56.5,44.6
KT_CH_06,22.6.17,5,94.5,92.8,92.3
KT_TT_30,22.6.17,5,42.9,82.5,39.4
KT_TT_18,22.6.17,5,89.4,74.5,62
KT_CH_25,22.6.17,5,71,92.8,89.7
KT_TT_14,22.6.17,5,46.2,57.5,57.5
KT_CH_27,22.6.17,5,48.7,70.5,70.5
KT_CH_15,22.6.17,5,44.6,66,48.2
KT_TT_02,22.6.17,5,38.6,27.6,34.6
KT_CH_28,22.6.17,5,91.3,94.4,92.9
KT_TT_12,22.6.17,5,83,86,88.9
KT_CH_23,22.6.17,5,49.4,49.2,48.7
KT_TT_06,22.6.17,5,41.3,45.5,53
KT_CH_05,22.6.17,5,93.6,92.8,91
KT_TT_10,22.6.17,5,52.5,54,58.5
KT_CH_10,22.6.17,5,22.1,33.1,18.9
KT_TT_05,22.6.17,5,30.3,63,42.7
KT_CH_04,22.6.17,5,48.7,40.7,55.5
KT_TT_03,22.6.17,5,39.3,46,46
KT_TT_16,22.6.17,5,89.1,90.8,90.5
KT_CH_09,22.6.17,5,65,74,56
KT_TT_13,22.6.17,5,88.6,68.5,88.6
KT_CH_19,22.6.17,5,27,15.2,5.2
KT_CH_20,22.6.17,5,77.5,80,76.5
KT_TT_08,22.6.17,5,54.5,54,84
KT_CH_31,22.6.17,5,52.5,42.2,48.7
KT_TT_31,22.6.17,5,44.3,46.6,69
KT_CH_13,20.7.17,6,65.5,45,49.4
KT_TT_01,20.7.17,6,47.6,43,65
KT_CH_17,20.7.17,6,10.6,37.9,28.1
KT_TT_15,20.7.17,6,91.6,92.3,92.6
KT_TT_26,20.7.17,6,73.5,48.5,63.5
KT_CH_21,20.7.17,6,74,65.5,43.8
KT_CH_08,20.7.17,6,88.1,47.9,83
KT_TT_29,20.7.17,6,63,49.1,47.2
KT_CH_18,20.7.17,6,4.6,7,14.3
KT_TT_24,20.7.17,6,61.5,56,58.5
KT_CH_16,20.7.17,6,58.5,56.5,36.7
KT_TT_28,20.7.17,6,47.8,76.5,62.5
KT_TT_27,20.7.17,6,41.8,34.8,44.1
KT_CH_30,20.7.17,6,91.6,78,89.4
KT_CH_24,20.7.17,6,72.5,83.5,58.5
KT_TT_22,20.7.17,6,29.4,36,28.4
KT_TT_21,20.7.17,6,35.2,51.5,45.3
KT_CH_22,20.7.17,6,57,69,59
KT_CH_07,20.7.17,6,37.8,27.3,34
KT_TT_04,20.7.17,6,68.5,58.5,68
KT_CH_26,20.7.17,6,95.5,93.2,95.8
KT_TT_07,20.7.17,6,59,91,74
KT_TT_11,20.7.17,6,68.5,44.2,59.5
KT_CH_29,20.7.17,6,25,47,31.4
KT_TT_19,20.7.17,6,89.6,49,35.2
KT_CH_12,20.7.17,6,84,83.5,37.2
KT_TT_09,20.7.17,6,57.5,43.9,54.5
KT_CH_03,20.7.17,6,80,84.5,88.9
KT_CH_01,20.7.17,6,71,48.6,75
KT_TT_25,20.7.17,6,91.6,88,81.5
KT_TT_20,20.7.17,6,93.2,93.6,93.6
KT_CH_14,20.7.17,6,88.9,89.7,89.6
KT_CH_02,20.7.17,6,68,80.5,78.5
KT_TT_23,20.7.17,6,75,92.9,49.4
KT_TT_17,20.7.17,6,89.6,90.4,89.7
KT_CH_11,20.7.17,6,56,59,50.5
KT_CH_06,20.7.17,6,90.8,95.2,93.9
KT_TT_30,20.7.17,6,44.7,47.1,51.5
KT_TT_18,20.7.17,6,91,90.4,90.5
KT_CH_25,20.7.17,6,65,88.6,92.8
KT_TT_14,20.7.17,6,60.5,65.5,63
KT_CH_27,20.7.17,6,48.2,71.5,55.5
KT_CH_15,20.7.17,6,46.7,47.7,42.5
KT_TT_02,20.7.17,6,30.9,44.8,34.7
KT_CH_28,20.7.17,6,91.3,91.6,89.6
KT_TT_12,20.7.17,6,74.5,78.5,88.6
KT_CH_23,20.7.17,6,57.5,47.9,56
KT_TT_06,20.7.17,6,42.5,32.4,40.9
KT_CH_05,20.7.17,6,91,94.2,92.8
KT_TT_10,20.7.17,6,41.8,63,47.4
KT_CH_10,20.7.17,6,25.7,16.7,6.8
KT_TT_05,20.7.17,6,46.6,30.1,34.9
KT_CH_04,20.7.17,6,60,43.3,45.3
KT_TT_03,20.7.17,6,39.9,36.5,44.6
KT_TT_16,20.7.17,6,88.9,92.9,62.5
KT_CH_09,20.7.17,6,60,46.5,50.5
KT_TT_13,20.7.17,6,71.5,90,88.6
KT_CH_19,20.7.17,6,29.9,25.5,8
KT_CH_20,20.7.17,6,77.5,80.5,81
KT_TT_08,20.7.17,6,49.4,44.4,88.6
KT_CH_31,20.7.17,6,57.5,40.3,46.5
KT_TT_31,20.7.17,6,43.3,49.2,47.9
KT_CH_01,14.9.17,7,29.9,44.6,37
KT_CH_02,14.9.17,7,64.5,60.5,49.1
KT_CH_03,14.9.17,7,60,72,80.5
KT_CH_04,14.9.17,7,44.7,32.2,33.2
KT_CH_05,14.9.17,7,86,71,90.4
KT_CH_06,14.9.17,7,88,90.5,83
KT_CH_07,14.9.17,7,0,0,0
KT_CH_08,14.9.17,7,78,80,63
KT_CH_09,14.9.17,7,47.6,46.5,57.5
KT_CH_10,14.9.17,7,16.7,15.6,7.8
KT_CH_11,14.9.17,7,38.4,51.5,43.1
KT_CH_12,14.9.17,7,20.5,46.6,43.3
KT_CH_13,14.9.17,7,30,27.6,28.4
KT_CH_14,14.9.17,7,75.5,79.5,47.1
KT_CH_15,14.9.17,7,23.3,11.4,5.5
KT_CH_16,14.9.17,7,45.8,49.4,33.9
KT_CH_17,14.9.17,7,27.4,29.8,12.5
KT_CH_18,14.9.17,7,26.8,7.5,9.7
KT_CH_19,14.9.17,7,23.9,18.7,7
KT_CH_20,14.9.17,7,44.9,47,46
KT_CH_21,14.9.17,7,42.4,39.5,47.7
KT_CH_22,14.9.17,7,48.2,62,56
KT_CH_23,14.9.17,7,43.7,48.1,48.9
KT_CH_24,14.9.17,7,53,39,31.4
KT_CH_25,14.9.17,7,51,71.5,81
KT_CH_26,14.9.17,7,92.6,89.6,88.1
KT_CH_27,14.9.17,7,59.5,42.4,33.8
KT_CH_28,14.9.17,7,73.5,86,78
KT_CH_29,14.9.17,7,18,10.5,13.8
KT_CH_30,14.9.17,7,88.6,78.5,78.5
KT_CH_31,14.9.17,7,3.8,0.9,4.5
KT_TT_01,14.9.17,7,42.7,45.7,61.5
KT_TT_02,14.9.17,7,27.8,35.4,28
KT_TT_03,14.9.17,7,39.8,34.8,26.9
KT_TT_04,14.9.17,7,47,46.6,48.9
KT_TT_05,14.9.17,7,41.3,18.2,29.5
KT_TT_06,14.9.17,7,23.8,34.5,36.7
KT_TT_07,14.9.17,7,84.5,49.2,88.1
KT_TT_08,14.9.17,7,59,77,90
KT_TT_09,14.9.17,7,41.3,28.6,42.4
KT_TT_10,14.9.17,7,37.4,41,31
KT_TT_11,14.9.17,7,49,48.9,45.1
KT_TT_12,14.9.17,7,54,62.5,89.1
KT_TT_13,14.9.17,7,83.5,74,49
KT_TT_14,14.9.17,7,49.4,56.5,50.5
KT_TT_15,14.9.17,7,89.7,89.6,85.5
KT_TT_16,14.9.17,7,68,51.5,80
KT_TT_17,14.9.17,7,68.5,72.5,88.6
KT_TT_18,14.9.17,7,74,54,84
KT_TT_19,14.9.17,7,65,48.7,77
KT_TT_20,14.9.17,7,91,89.9,93.2
KT_TT_21,14.9.17,7,36.2,42.3,41.7
KT_TT_22,14.9.17,7,30.8,26.8,24.4
KT_TT_23,14.9.17,7,59.5,48.5,77
KT_TT_24,14.9.17,7,41.4,46.2,37
KT_TT_25,14.9.17,7,38.6,70.5,62
KT_TT_26,14.9.17,7,38.1,61.5,57
KT_TT_27,14.9.17,7,47,41.8,44.8
KT_TT_28,14.9.17,7,46.2,22.6,77.5
KT_TT_29,14.9.17,7,46.3,43.4,34.6
KT_TT_30,14.9.17,7,33.1,42.9,36.6
KT_TT_31,14.9.17,7,39,45.8,57
KT_CH_01,7.12.17,8,0,0,0
KT_CH_02,7.12.17,8,48,40.8,39.8
KT_CH_03,7.12.17,8,57.5,65.5,63
KT_CH_04,7.12.17,8,2.8,4,5.4
KT_CH_05,7.12.17,8,49,53,77.5
KT_CH_06,7.12.17,8,54,73.5,74
KT_CH_07,7.12.17,8,0,1.5,0
KT_CH_08,7.12.17,8,47.1,53,46.6
KT_CH_09,7.12.17,8,37.4,33.6,36.9
KT_CH_10,7.12.17,8,0,0,0
KT_CH_11,7.12.17,8,47,44.9,43.9
KT_CH_12,7.12.17,8,41.8,38.3,55.5
KT_CH_13,7.12.17,8,0,0,0
KT_CH_14,7.12.17,8,53.5,42.5,48.1
KT_CH_15,7.12.17,8,0.3,0,1.1
KT_CH_16,7.12.17,8,44.4,43.9,42.5
KT_CH_17,7.12.17,8,4.6,34.3,32.4
KT_CH_18,7.12.17,8,8.7,4.3,43.8
KT_CH_19,7.12.17,8,12,14.2,23.7
KT_CH_20,7.12.17,8,28.6,28.4,33
KT_CH_21,7.12.17,8,20.6,20.9,23.7
KT_CH_22,7.12.17,8,37,45.8,43.3
KT_CH_23,7.12.17,8,37.6,45,45.8
KT_CH_24,7.12.17,8,15.3,3.6,14.9
KT_CH_25,7.12.17,8,47.3,45.8,47.4
KT_CH_26,7.12.17,8,47.9,78.5,86
KT_CH_27,7.12.17,8,39.4,41.4,43.9
KT_CH_28,7.12.17,8,74,65.5,64.5
KT_CH_29,7.12.17,8,0,0,0
KT_CH_30,7.12.17,8,24.1,28.5,23.9
KT_CH_31,7.12.17,8,0,0,0
KT_TT_01,7.12.17,8,39.3,43.4,47.5
KT_TT_02,7.12.17,8,11,21.6,14
KT_TT_03,7.12.17,8,29.1,27.5,33.6
KT_TT_04,7.12.17,8,46.2,39.9,42.6
KT_TT_05,7.12.17,8,20.5,37.2,22.3
KT_TT_06,7.12.17,8,0,0,0
KT_TT_07,7.12.17,8,60,48.7,49
KT_TT_08,7.12.17,8,62.5,75,56.5
KT_TT_09,7.12.17,8,37,33.3,33.7
KT_TT_10,7.12.17,8,37.8,38.2,39.9
KT_TT_11,7.12.17,8,43.1,44.9,41.4
KT_TT_12,7.12.17,8,47,52.5,60
KT_TT_13,7.12.17,8,46.6,72.5,70.5
KT_TT_14,7.12.17,8,46.3,46.8,47.6
KT_TT_15,7.12.17,8,80.5,78,76.5
KT_TT_16,7.12.17,8,48.1,46.2,47.5
KT_TT_17,7.12.17,8,46,45.7,46.3
KT_TT_18,7.12.17,8,48.4,44.4,54.5
KT_TT_19,7.12.17,8,43.1,48.7,45.3
KT_TT_20,7.12.17,8,88.6,88.6,89.7
KT_TT_21,7.12.17,8,18.7,15.9,15.1
KT_TT_22,7.12.17,8,33.4,27.8,31.7
KT_TT_23,7.12.17,8,56,69,49
KT_TT_24,7.12.17,8,34.1,39,30.9
KT_TT_25,7.12.17,8,47,36.7,50.5
KT_TT_26,7.12.17,8,48.5,25.9,39.9
KT_TT_27,7.12.17,8,45.8,37.8,33.3
KT_TT_28,7.12.17,8,41.8,41.5,52.2
KT_TT_29,7.12.17,8,20.4,26.4,18.4
KT_TT_30,7.12.17,8,43.6,36.4,40.4
KT_TT_31,7.12.17,8,8.1,9.2,10.7
KT_CH_01,1.3.18,9,0,0,0
KT_CH_02,1.3.18,9,43.9,41.8,43.7
KT_CH_03,1.3.18,9,43.6,47.6,45.7
KT_CH_04,1.3.18,9,0,0,0
KT_CH_05,1.3.18,9,55.5,66.5,56
KT_CH_06,1.3.18,9,56.5,59.5,75.5
KT_CH_07,1.3.18,9,0,0,0
KT_CH_08,1.3.18,9,21.4,30.8,32.5
KT_CH_09,1.3.18,9,29.2,29.6,30
KT_CH_10,1.3.18,9,0,1.9,0
KT_CH_11,1.3.18,9,43,45.1,49
KT_CH_12,1.3.18,9,29.6,41.8,45.8
KT_CH_13,1.3.18,9,0,0,0
KT_CH_14,1.3.18,9,43,38.6,38.5
KT_CH_15,1.3.18,9,0,1,0
KT_CH_16,1.3.18,9,41.5,42.3,27.9
KT_CH_17,1.3.18,9,19.3,37,40.4
KT_CH_18,1.3.18,9,12.2,13.8,18.3
KT_CH_19,1.3.18,9,10.9,13.3,9.5
KT_CH_20,1.3.18,9,26.5,24.9,27.1
KT_CH_21,1.3.18,9,20.5,20.5,20.9
KT_CH_22,1.3.18,9,34.5,37.7,36.2
KT_CH_23,1.3.18,9,39.8,33.1,33.1
KT_CH_24,1.3.18,9,0,0,0
KT_CH_25,1.3.18,9,46.2,46.6,45.6
KT_CH_26,1.3.18,9,65,60,77.5
KT_CH_27,1.3.18,9,32.8,32.8,32.5
KT_CH_28,1.3.18,9,42,49,48.7
KT_CH_29,1.3.18,9,0,0,0
KT_CH_30,1.3.18,9,3.7,2.5,2.6
KT_CH_31,1.3.18,9,0,0,0
KT_TT_01,1.3.18,9,33.4,38.8,40.7
KT_TT_02,1.3.18,9,19.9,16.5,24.8
KT_TT_03,1.3.18,9,21.6,21.1,22.2
KT_TT_04,1.3.18,9,37.2,40.2,39.5
KT_TT_05,1.3.18,9,3.3,1.1,5.7
KT_TT_06,1.3.18,9,0,0,0
KT_TT_07,1.3.18,9,48.1,42.3,46.6
KT_TT_08,1.3.18,9,48.4,40.9,48.6
KT_TT_09,1.3.18,9,36.6,28.7,32.4
KT_TT_10,1.3.18,9,36,35.3,30.1
KT_TT_11,1.3.18,9,43.8,43.3,34.8
KT_TT_12,1.3.18,9,47.8,48.4,46.2
KT_TT_13,1.3.18,9,64.5,67.5,47.3
KT_TT_14,1.3.18,9,36.6,38.6,36.2
KT_TT_15,1.3.18,9,82.5,76.5,78
KT_TT_16,1.3.18,9,43.8,45.8,45.2
KT_TT_17,1.3.18,9,47.4,48.5,43.3
KT_TT_18,1.3.18,9,42.2,34.2,45.2
KT_TT_19,1.3.18,9,36.6,37.9,46.3
KT_TT_20,1.3.18,9,81,80.5,83
KT_TT_21,1.3.18,9,9.8,10.4,9.7
KT_TT_22,1.3.18,9,15.3,11.7,12.2
KT_TT_23,1.3.18,9,49.4,53,41.5
KT_TT_24,1.3.18,9,31.5,33.4,33.4
KT_TT_25,1.3.18,9,40.3,45.8,38.8
KT_TT_26,1.3.18,9,30.9,33,38.6
KT_TT_27,1.3.18,9,31.4,34.6,31.1
KT_TT_28,1.3.18,9,48.9,45.1,31.6
KT_TT_29,1.3.18,9,11.1,14.8,7.8
KT_TT_30,1.3.18,9,13.4,12,12.1
KT_TT_31,1.3.18,9,0,1.7,0
KT_CH_01,24.5.18,10,0,0,0
KT_CH_02,24.5.18,10,45.8,43.3,41.4
KT_CH_03,24.5.18,10,45.2,43.4,44.3
KT_CH_04,24.5.18,10,0,0,0
KT_CH_05,24.5.18,10,53.5,46.7,80
KT_CH_06,24.5.18,10,49.4,61.5,70.5
KT_CH_07,24.5.18,10,0,0,0
KT_CH_08,24.5.18,10,29.2,33.4,34.8
KT_CH_09,24.5.18,10,34.3,28.2,41.4
KT_CH_10,24.5.18,10,0,0,0
KT_CH_11,24.5.18,10,43.4,45,48.5
KT_CH_12,24.5.18,10,42,42.8,41.3
KT_CH_13,24.5.18,10,0,0,0
KT_CH_14,24.5.18,10,45,46.2,43.2
KT_CH_15,24.5.18,10,0,0,0
KT_CH_16,24.5.18,10,44.6,43.3,45.4
KT_CH_17,24.5.18,10,29.5,28.2,18.7
KT_CH_18,24.5.18,10,12.9,19.3,20.7
KT_CH_19,24.5.18,10,0,1.3,5.3
KT_CH_20,24.5.18,10,26.4,23.4,25.1
KT_CH_21,24.5.18,10,14.4,15,10
KT_CH_22,24.5.18,10,38.5,37.2,38.3
KT_CH_23,24.5.18,10,34.9,31.9,36.9
KT_CH_24,24.5.18,10,0,0,0
KT_CH_25,24.5.18,10,47.7,40.9,43.6
KT_CH_26,24.5.18,10,69,88.9,84
KT_CH_27,24.5.18,10,33.7,35.2,31.4
KT_CH_28,24.5.18,10,57.5,71,64.5
KT_CH_29,24.5.18,10,0,0,0
KT_CH_30,24.5.18,10,5.8,9.4,18.1
KT_CH_31,24.5.18,10,0,0,0
KT_TT_01,24.5.18,10,33.1,37.5,43.4
KT_TT_02,24.5.18,10,23.1,19.9,25
KT_TT_03,24.5.18,10,7.8,0,9.4
KT_TT_04,24.5.18,10,38.4,40.9,37.4
KT_TT_05,24.5.18,10,0,0,0
KT_TT_06,24.5.18,10,0,0,0
KT_TT_07,24.5.18,10,47.7,49.2,46.2
KT_TT_08,24.5.18,10,46.6,47.8,48.6
KT_TT_09,24.5.18,10,34.5,32.2,34.6
KT_TT_10,24.5.18,10,33.7,32.9,30.1
KT_TT_11,24.5.18,10,46.1,45.4,37.4
KT_TT_12,24.5.18,10,49.4,49.1,49
KT_TT_13,24.5.18,10,89.1,72,59.5
KT_TT_14,24.5.18,10,41.9,43.4,44.2
KT_TT_15,24.5.18,10,90.5,92.3,92.3
KT_TT_16,24.5.18,10,43,40.2,51
KT_TT_17,24.5.18,10,49.4,47.2,46.8
KT_TT_18,24.5.18,10,40.6,35.3,37.6
KT_TT_19,24.5.18,10,39.6,38.2,45.3
KT_TT_20,24.5.18,10,66,84,80
KT_TT_21,24.5.18,10,0,0.3,0
KT_TT_22,24.5.18,10,10.8,12.3,17.5
KT_TT_23,24.5.18,10,46.2,40.9,47.4
KT_TT_24,24.5.18,10,10.5,12.7,7.3
KT_TT_25,24.5.18,10,47.2,48.9,40.7
KT_TT_26,24.5.18,10,10.2,9.4,9.7
KT_TT_27,24.5.18,10,32.4,37.2,35.4
KT_TT_28,24.5.18,10,41.2,42.2,43.3
